,transportation_expense,service_time,years_until_retirement,disciplinary_failure,number_of_children,number_of_pets,body_mass_index,absenteeism_time_in_hours,higher_education,commute_cost_per_km,risk_behavior,month_January,month_February,month_March,month_April,month_May,month_June,month_July,month_August,month_September,month_October,month_November,month_December,is_mid_week,is_near_weekend,is_weekend,reason_Acute Disease,reason_Chronic Disease,reason_Maternity/Pregnancy-Related,reason_Medical Care,reason_Mental Disease,reason_Unjustified absence,reason_Unspecified
447,330.0,4.0,37.0,0.0,0.0,0.0,25.0,8.0,1.0,20.625,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
448,179.0,18.0,27.0,0.0,0.0,0.0,31.0,8.0,0.0,3.5098039215686274,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
449,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,1.0,0.0,9.076923076923077,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
450,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,30.0,0.0,9.076923076923077,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
451,300.0,13.0,22.0,0.0,2.0,1.0,25.0,8.0,0.0,11.538461538461538,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
452,260.0,11.0,29.0,0.0,4.0,0.0,23.0,4.0,0.0,5.2,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
453,179.0,18.0,27.0,0.0,0.0,0.0,31.0,4.0,0.0,3.5098039215686274,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
454,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
455,235.0,13.0,22.0,0.0,1.0,0.0,38.0,16.0,0.0,11.75,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
456,248.0,14.0,18.0,0.0,2.0,1.0,32.0,2.0,0.0,9.92,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
457,369.0,12.0,34.0,0.0,3.0,0.0,25.0,8.0,0.0,21.705882352941174,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
458,179.0,9.0,5.0,0.0,0.0,0.0,19.0,3.0,1.0,6.884615384615385,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
459,179.0,18.0,27.0,0.0,0.0,0.0,31.0,4.0,0.0,3.5098039215686274,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
460,361.0,3.0,37.0,0.0,1.0,4.0,27.0,1.0,0.0,6.9423076923076925,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
461,361.0,3.0,37.0,0.0,1.0,4.0,27.0,1.0,0.0,6.9423076923076925,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
462,260.0,11.0,29.0,0.0,4.0,0.0,23.0,3.0,0.0,5.2,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
463,179.0,17.0,25.0,0.0,2.0,0.0,22.0,2.0,1.0,8.136363636363637,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
464,179.0,17.0,25.0,0.0,2.0,0.0,22.0,3.0,1.0,8.136363636363637,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
465,228.0,16.0,7.0,0.0,2.0,1.0,22.0,8.0,0.0,16.285714285714285,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
466,225.0,9.0,37.0,0.0,1.0,2.0,24.0,3.0,0.0,8.653846153846153,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
467,330.0,4.0,37.0,0.0,0.0,0.0,25.0,8.0,1.0,20.625,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
468,179.0,9.0,35.0,0.0,0.0,0.0,19.0,2.0,1.0,6.884615384615385,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
469,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,1.0,0.0,11.8,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
470,235.0,14.0,28.0,0.0,1.0,1.0,29.0,8.0,1.0,21.363636363636363,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
471,179.0,9.0,35.0,0.0,0.0,0.0,19.0,3.0,1.0,6.884615384615385,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
472,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,3.0,0.0,11.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
473,179.0,18.0,27.0,0.0,0.0,0.0,31.0,3.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
474,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
475,225.0,9.0,37.0,0.0,1.0,2.0,24.0,4.0,0.0,8.653846153846153,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
476,260.0,11.0,29.0,0.0,4.0,0.0,23.0,4.0,0.0,5.2,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
477,179.0,18.0,27.0,1.0,0.0,0.0,31.0,0.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
478,179.0,18.0,27.0,1.0,0.0,0.0,31.0,0.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
479,291.0,12.0,25.0,0.0,1.0,1.0,25.0,30.0,0.0,9.387096774193548,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
480,179.0,18.0,27.0,0.0,0.0,0.0,31.0,24.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
481,246.0,16.0,24.0,0.0,0.0,0.0,23.0,3.0,0.0,9.84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
482,179.0,18.0,5.0,0.0,0.0,0.0,31.0,4.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
483,235.0,13.0,22.0,0.0,1.0,0.0,38.0,8.0,0.0,11.75,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
484,179.0,18.0,27.0,0.0,0.0,0.0,31.0,2.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
485,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
486,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,2.0,0.0,9.076923076923077,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
487,179.0,18.0,27.0,0.0,0.0,0.0,31.0,8.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
488,179.0,9.0,35.0,0.0,0.0,0.0,19.0,2.0,1.0,6.884615384615385,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
489,246.0,16.0,24.0,0.0,0.0,0.0,23.0,2.0,0.0,9.84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
490,330.0,4.0,37.0,0.0,0.0,0.0,25.0,1.0,1.0,20.625,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
491,330.0,4.0,37.0,0.0,0.0,0.0,25.0,1.0,1.0,20.625,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
492,235.0,14.0,28.0,0.0,1.0,1.0,29.0,8.0,1.0,21.363636363636363,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
493,179.0,9.0,35.0,0.0,0.0,0.0,19.0,2.0,1.0,6.884615384615385,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
494,225.0,9.0,37.0,0.0,1.0,2.0,24.0,4.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
495,260.0,11.0,29.0,0.0,4.0,0.0,23.0,8.0,0.0,5.2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
496,268.0,8.0,32.0,0.0,0.0,0.0,25.0,8.0,1.0,24.363636363636367,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
497,330.0,4.0,37.0,0.0,0.0,0.0,25.0,8.0,1.0,20.625,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
498,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,8.0,0.0,11.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
499,260.0,11.0,29.0,0.0,4.0,0.0,23.0,4.0,0.0,5.2,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
500,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,8.0,0.0,11.8,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
501,300.0,13.0,22.0,0.0,2.0,1.0,25.0,8.0,0.0,11.538461538461538,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
502,235.0,12.2,17.0,0.0,1.0,4.0,33.0,1.0,0.0,8.10344827586207,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
503,246.0,16.0,24.0,0.0,0.0,0.0,23.0,2.0,0.0,9.84,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
504,225.0,9.0,37.0,0.0,1.0,2.0,24.0,30.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
505,179.0,18.0,27.0,0.0,0.0,0.0,31.0,1.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
506,117.99999999999999,18.0,15.0,0.0,1.0,0.0,31.0,1.0,0.0,9.076923076923077,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
507,361.0,3.0,37.0,0.0,1.0,4.0,27.0,8.0,0.0,6.9423076923076925,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
508,289.0,13.0,32.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
509,235.0,13.0,22.0,0.0,1.0,0.0,38.0,8.0,0.0,11.75,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
511,291.0,12.0,25.0,0.0,1.0,1.0,25.0,1.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
512,279.0,14.0,26.0,0.0,2.0,0.0,24.0,2.0,0.0,30.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
513,179.0,18.0,27.0,0.0,0.0,0.0,31.0,4.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
514,179.0,17.0,25.0,0.0,2.0,0.0,22.0,1.0,1.0,8.136363636363637,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
515,246.0,16.0,24.0,0.0,0.0,0.0,23.0,4.0,0.0,9.84,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
516,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,4.0,0.0,11.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
517,289.0,13.0,32.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
518,235.0,13.0,22.0,0.0,1.0,0.0,38.0,8.0,0.0,11.75,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
519,291.0,12.0,25.0,0.0,1.0,1.0,25.0,4.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
520,179.0,18.0,27.0,0.0,0.0,0.0,31.0,4.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
521,179.0,17.0,25.0,0.0,2.0,0.0,22.0,8.0,1.0,8.136363636363637,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
522,330.0,4.0,37.0,0.0,0.0,0.0,25.0,16.0,1.0,20.625,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
523,235.0,14.0,28.0,0.0,1.0,1.0,29.0,4.0,1.0,21.363636363636363,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
524,246.0,16.0,24.0,0.0,0.0,0.0,23.0,1.0,0.0,9.84,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
525,117.99999999999999,10.0,5.0,0.0,0.0,0.0,28.0,5.0,0.0,11.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
526,291.0,12.0,25.0,0.0,1.0,1.0,25.0,2.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
527,260.0,11.0,29.0,0.0,4.0,0.0,23.0,3.0,0.0,5.2,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
528,246.0,16.0,24.0,0.0,0.0,0.0,23.0,1.0,0.0,9.84,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
529,246.0,16.0,24.0,0.0,0.0,0.0,23.0,1.0,0.0,9.84,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
531,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,3.0,0.0,11.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
532,155.0,14.0,31.0,0.0,2.0,0.0,25.0,2.0,0.0,12.916666666666666,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
533,291.0,12.0,25.0,0.0,1.0,1.0,25.0,2.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
534,179.0,9.0,35.0,0.0,0.0,0.0,19.0,8.0,1.0,6.884615384615385,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
535,248.0,14.0,18.0,0.0,2.0,1.0,32.0,1.0,0.0,9.92,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
536,179.0,18.0,27.0,0.0,0.0,0.0,31.0,4.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
537,225.0,9.0,5.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
538,179.0,9.0,35.0,0.0,0.0,0.0,19.0,2.0,1.0,6.884615384615385,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
539,369.0,12.0,34.0,0.0,3.0,0.0,25.0,8.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
540,361.0,3.0,37.0,0.0,1.0,4.0,27.0,8.0,0.0,6.9423076923076925,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
541,361.0,3.0,37.0,0.0,1.0,4.0,27.0,8.0,0.0,6.9423076923076925,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
542,289.0,29.0,16.0,0.0,0.0,2.0,36.0,1.0,0.0,6.020833333333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
543,235.0,8.0,33.0,0.0,0.0,0.0,25.0,3.0,1.0,14.6875,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
544,246.0,16.0,24.0,0.0,0.0,0.0,23.0,8.0,0.0,9.84,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
545,289.0,29.0,16.0,0.0,0.0,2.0,36.0,3.0,0.0,6.020833333333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
546,291.0,12.0,25.0,0.0,1.0,1.0,25.0,2.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
547,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
548,289.0,29.0,16.0,0.0,0.0,2.0,36.0,2.0,0.0,6.020833333333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
549,291.0,12.0,25.0,0.0,1.0,1.0,25.0,1.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
550,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
551,369.0,12.0,34.0,0.0,3.0,0.0,25.0,8.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
552,369.0,12.0,5.0,0.0,3.0,0.0,25.0,3.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
553,369.0,12.0,5.0,0.0,3.0,0.0,25.0,3.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
554,225.0,9.0,37.0,0.0,1.0,2.0,24.0,4.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
555,369.0,12.0,34.0,0.0,3.0,0.0,25.0,8.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
556,179.0,18.0,27.0,0.0,0.0,0.0,31.0,3.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
557,228.0,16.0,7.0,0.0,2.0,1.0,22.0,1.0,0.0,16.285714285714285,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
558,291.0,12.0,25.0,0.0,1.0,1.0,25.0,1.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
559,369.0,12.0,34.0,0.0,3.0,0.0,25.0,8.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
560,225.0,9.0,37.0,0.0,1.0,2.0,24.0,1.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
561,369.0,12.0,34.0,0.0,3.0,0.0,25.0,8.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
562,225.0,9.0,37.0,0.0,1.0,2.0,24.0,3.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
563,189.0,13.0,32.0,0.0,2.0,2.0,25.0,8.0,0.0,6.517241379310345,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
564,235.0,8.0,33.0,0.0,0.0,0.0,25.0,8.0,1.0,14.6875,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
565,235.0,8.0,33.0,0.0,0.0,0.0,25.0,8.0,1.0,14.6875,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
566,248.0,14.0,18.0,0.0,2.0,1.0,32.0,8.0,0.0,9.92,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
567,225.0,9.0,37.0,1.0,1.0,2.0,24.0,0.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
568,225.0,9.0,37.0,0.0,1.0,2.0,24.0,3.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
569,179.0,18.0,27.0,0.0,0.0,0.0,31.0,1.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
570,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,3.0,0.0,11.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
571,330.0,4.0,5.0,0.0,0.0,0.0,25.0,24.0,1.0,20.625,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
572,179.0,18.0,27.0,0.0,0.0,0.0,31.0,1.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
573,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,8.0,0.0,11.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
574,289.0,13.0,32.0,0.0,2.0,1.0,30.0,8.0,0.0,8.027777777777779,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
575,235.0,8.0,33.0,0.0,0.0,0.0,25.0,8.0,1.0,14.6875,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
576,225.0,9.0,5.0,0.0,1.0,2.0,24.0,4.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
577,361.0,3.0,37.0,0.0,1.0,4.0,27.0,8.0,0.0,6.9423076923076925,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
578,291.0,12.0,25.0,0.0,1.0,1.0,25.0,2.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
579,291.0,12.0,25.0,0.0,1.0,1.0,25.0,2.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
580,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,2.0,0.0,11.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
581,225.0,9.0,37.0,0.0,1.0,2.0,24.0,3.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
582,179.0,18.0,5.0,0.0,0.0,0.0,31.0,1.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
583,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,8.0,0.0,11.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
584,117.99999999999999,10.0,28.0,0.0,0.0,0.0,28.0,8.0,0.0,11.8,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
585,225.0,9.0,37.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
586,291.0,12.0,25.0,1.0,1.0,1.0,25.0,0.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
587,291.0,12.0,25.0,1.0,1.0,1.0,25.0,0.0,0.0,9.387096774193548,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
588,289.0,13.0,32.0,1.0,2.0,1.0,30.0,0.0,0.0,8.027777777777779,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
589,289.0,13.0,32.0,1.0,2.0,1.0,30.0,0.0,0.0,8.027777777777779,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
590,248.0,14.0,18.0,0.0,2.0,1.0,32.0,4.0,0.0,9.92,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
592,235.0,13.0,22.0,1.0,1.0,0.0,38.0,0.0,0.0,11.75,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
593,225.0,9.0,5.0,0.0,1.0,2.0,24.0,2.0,0.0,8.653846153846153,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
594,369.0,12.0,34.0,0.0,3.0,0.0,25.0,8.0,0.0,21.705882352941174,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
595,361.0,3.0,5.0,0.0,1.0,4.0,27.0,2.0,0.0,6.9423076923076925,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
596,179.0,18.0,27.0,0.0,0.0,0.0,31.0,30.0,0.0,3.5098039215686274,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
